epoch,f1-score,iou_score,loss,lr,precision,recall,val_f1-score,val_iou_score,val_loss,val_precision,val_recall
18,0.6978359818458557,0.6550642251968384,0.6519654989242554,0.05,0.702387273311615,0.9442185759544373,0.6539332866668701,0.5858486890792847,0.7709132432937622,0.6783621907234192,0.8826647996902466
19,0.6973505616188049,0.6543354392051697,0.65315181016922,0.05,0.7015401721000671,0.9442272782325745,0.6427862644195557,0.5699312686920166,0.8038038015365601,0.6850490570068359,0.8587185144424438
20,0.6995420455932617,0.6578832268714905,0.6472820043563843,0.05,0.7034346461296082,0.9464825987815857,0.6438056230545044,0.5717658996582031,0.7999317646026611,0.6831873059272766,0.8626188635826111
21,0.6987681984901428,0.6566093564033508,0.6493499279022217,0.05,0.7027819752693176,0.9457988739013672,0.6444355845451355,0.572679877281189,0.7963921427726746,0.6831353902816772,0.8635606169700623
22,0.6967025995254517,0.6532289385795593,0.6549162864685059,0.05,0.7000973224639893,0.9443417191505432,0.6473008990287781,0.5766523480415344,0.7880377769470215,0.6830911040306091,0.8677663207054138
23,0.7013881802558899,0.6608984470367432,0.6422194242477417,0.025,0.7055448293685913,0.9478920698165894,0.6559428572654724,0.5897257328033447,0.76465904712677,0.6587628126144409,0.9042402505874634
24,0.7056945562362671,0.6681055426597595,0.630436897277832,0.025,0.7096936702728271,0.9520866870880127,0.6577678918838501,0.5921270251274109,0.7620031237602234,0.6655197739601135,0.9014286994934082
25,0.7089779376983643,0.6732513904571533,0.6218749284744263,0.025,0.7135215401649475,0.9541717767715454,0.6553502678871155,0.5877137184143066,0.7689021825790405,0.6658315062522888,0.8960227966308594
26,0.9070186018943787,0.8640239834785461,0.23538434505462646,0.025,0.9143069982528687,0.9413527250289917,0.9032761454582214,0.8367848992347717,0.2746543288230896,0.9274173974990845,0.8864876627922058
27,0.9569312930107117,0.9202827215194702,0.12749940156936646,0.025,0.9620491862297058,0.9523815512657166,0.9134739637374878,0.8506616353988647,0.24772155284881592,0.9321101307868958,0.8978748917579651
28,0.9600490927696228,0.9256629347801208,0.11865437030792236,0.025,0.9650180339813232,0.9555965065956116,0.9107385873794556,0.8470290899276733,0.2546688914299011,0.9280104041099548,0.8964816927909851
29,0.9613994359970093,0.928001880645752,0.11483441293239594,0.025,0.9662848711013794,0.9570221900939941,0.910829484462738,0.8471876382827759,0.2538784444332123,0.9224759936332703,0.9020838141441345
30,0.9619845151901245,0.929021418094635,0.11315307021141052,0.025,0.9669283032417297,0.9575666785240173,0.9113339185714722,0.8476788997650146,0.25342226028442383,0.9129164814949036,0.9120156764984131
31,0.9614488482475281,0.9281001091003418,0.1145956963300705,0.025,0.9663826823234558,0.9570797085762024,0.9100952744483948,0.8458418250083923,0.25572121143341064,0.9091328382492065,0.9127293229103088
32,0.9601503610610962,0.925898551940918,0.11806786060333252,0.0125,0.9642621874809265,0.9566881656646729,0.9025100469589233,0.834923505783081,0.2743339538574219,0.932243287563324,0.879060685634613
33,0.962531328201294,0.9299984574317932,0.11146975308656693,0.0125,0.9672178626060486,0.9583656787872314,0.9074477553367615,0.8425194025039673,0.2623562216758728,0.9351000189781189,0.8854190111160278
34,0.9640116095542908,0.9325692653656006,0.10735055804252625,0.0125,0.9688119888305664,0.9597020149230957,0.907839298248291,0.8422502875328064,0.26282045245170593,0.9364750385284424,0.8851268291473389
35,0.9649598598480225,0.9342211484909058,0.10469932109117508,0.0125,0.9698261022567749,0.9605713486671448,0.9082238078117371,0.8432934284210205,0.26041391491889954,0.934841513633728,0.8870185017585754
36,0.9649562835693359,0.9342067241668701,0.10468466579914093,0.00625,0.9697450995445251,0.9606367349624634,0.9131792187690735,0.850228488445282,0.2496432662010193,0.9298684597015381,0.8993052840232849
37,0.9657729268074036,0.9356618523597717,0.1023651510477066,0.00625,0.9707021713256836,0.9613056778907776,0.9139289855957031,0.8521612286567688,0.2445264458656311,0.9303610920906067,0.900107741355896
38,0.9663715958595276,0.936721682548523,0.10067756474018097,0.00625,0.9713185429573059,0.96187424659729,0.9124550819396973,0.84950852394104,0.2498452067375183,0.9301108717918396,0.8981680274009705
