epoch,f1-score,iou_score,loss,lr,precision,recall,val_f1-score,val_iou_score,val_loss,val_precision,val_recall
0,0.29893144965171814,0.23518818616867065,1.5106630325317383,0.1,0.2943073511123657,0.5862236618995667,0.08651449531316757,0.05316419154405594,2.157865524291992,0.13440996408462524,0.4113267958164215
1,0.527064323425293,0.4277212619781494,1.060286521911621,0.1,0.5249996781349182,0.7924395203590393,0.07766162604093552,0.04631267488002777,2.5164296627044678,0.14116625487804413,0.4041561186313629
2,0.5767837166786194,0.48266661167144775,0.953165590763092,0.1,0.5817636251449585,0.8285298943519592,0.0887930691242218,0.05573564022779465,2.320713996887207,0.14218121767044067,0.4095791280269623
3,0.59737628698349,0.5081987977027893,0.9058014154434204,0.1,0.6032105684280396,0.8466135263442993,0.1358564794063568,0.11494068801403046,1.8560190200805664,0.14363381266593933,0.39015617966651917
4,0.6101288199424744,0.5248480439186096,0.8754948377609253,0.1,0.6163136959075928,0.858211874961853,0.15077394247055054,0.1253262609243393,1.8173729181289673,0.17665043473243713,0.40647000074386597
5,0.6188777685165405,0.5365698933601379,0.8544715046882629,0.1,0.62457275390625,0.866895318031311,0.25419697165489197,0.19173596799373627,1.6013991832733154,0.44113320112228394,0.5105987787246704
6,0.6265878081321716,0.5472109317779541,0.835551917552948,0.1,0.6321424245834351,0.8742591142654419,0.35496824979782104,0.26695969700813293,1.4215502738952637,0.4824446439743042,0.6182588934898376
7,0.6318040490150452,0.5544414520263672,0.8227769732475281,0.1,0.6375851631164551,0.8788753151893616,0.29068440198898315,0.21596580743789673,1.5556732416152954,0.5929402112960815,0.48492375016212463
8,0.6362056136131287,0.5607115030288696,0.8117799162864685,0.1,0.6418494582176208,0.8833225965499878,0.12880922853946686,0.11247249692678452,2.307307004928589,0.1324058622121811,0.35975104570388794
9,0.6408663988113403,0.5673221945762634,0.8001216650009155,0.1,0.6464096307754517,0.8877507448196411,0.4226534366607666,0.31746533513069153,1.3051402568817139,0.5835416913032532,0.6046905517578125
10,0.6443282961845398,0.5723168849945068,0.791472315788269,0.1,0.6497344374656677,0.8911975622177124,0.2798721194267273,0.20871306955814362,1.5969734191894531,0.49860355257987976,0.4957755208015442
11,0.6476014256477356,0.5770483613014221,0.783236026763916,0.1,0.6525135636329651,0.8945994973182678,0.113058902323246,0.08612377941608429,2.5057833194732666,0.12988154590129852,0.37392985820770264
12,0.6498779058456421,0.580426037311554,0.7774667739868164,0.1,0.6551483273506165,0.8967880606651306,0.11381307244300842,0.08831484615802765,2.4815404415130615,0.1236562505364418,0.374301552772522
13,0.6523721814155579,0.5840575098991394,0.7711341381072998,0.1,0.6573643684387207,0.8993794918060303,0.38835611939430237,0.2915629744529724,1.3640272617340088,0.41559165716171265,0.69291090965271
14,0.6567354798316956,0.5905347466468811,0.759929358959198,0.05,0.6616786122322083,0.9027709364891052,0.35043877363204956,0.26022908091545105,1.438480257987976,0.4710148870944977,0.5975881814956665
15,0.6583867073059082,0.5930009484291077,0.7556751370429993,0.05,0.6635594964027405,0.9042119383811951,0.4036383032798767,0.3025653064250946,1.3489460945129395,0.5706047415733337,0.5890071392059326
16,0.6592760682106018,0.5943188071250916,0.753452718257904,0.05,0.6643252968788147,0.9051448106765747,0.14479859173297882,0.12405864894390106,1.884171724319458,0.33711743354797363,0.3934563398361206
17,0.6606000661849976,0.5962900519371033,0.7500511407852173,0.05,0.6657464504241943,0.9064123630523682,0.42945176362991333,0.3248234689235687,1.2852821350097656,0.5826060175895691,0.6268360614776611
18,0.661335289478302,0.59737628698349,0.7482081651687622,0.05,0.6663841605186462,0.9072045087814331,0.5656267404556274,0.46740657091140747,0.9876160621643066,0.6370691657066345,0.7701648473739624
