epoch,f1-score,iou_score,loss,lr,precision,recall,val_f1-score,val_iou_score,val_loss,val_precision,val_recall
0,0.18420948088169098,0.14934730529785156,1.7325719594955444,0.01,0.1872449815273285,0.4412049353122711,0.3669224679470062,0.3598325848579407,1.505851149559021,0.9846307039260864,0.375
1,0.25784435868263245,0.19877144694328308,1.5885165929794312,0.01,0.258340060710907,0.5155982375144958,0.1250300258398056,0.10520564019680023,2.246598243713379,0.15471304953098297,0.47041210532188416
2,0.35468652844429016,0.26445338129997253,1.4223926067352295,0.01,0.35909944772720337,0.6119375228881836,0.10792867839336395,0.08119584619998932,2.6427643299102783,0.13548406958580017,0.577076256275177
3,0.42581021785736084,0.32167744636535645,1.289805293083191,0.01,0.43662625551223755,0.6743242144584656,0.23130130767822266,0.1619197279214859,1.9184989929199219,0.20948052406311035,0.6892382502555847
4,0.47925612330436707,0.371372789144516,1.1822729110717773,0.01,0.49341151118278503,0.723545253276825,0.1517852544784546,0.08949815481901169,2.612283945083618,0.1983860582113266,0.5377243161201477
5,0.5118070244789124,0.40483173727989197,1.1124687194824219,0.01,0.5259003639221191,0.7532217502593994,0.20035800337791443,0.1569293588399887,1.7337830066680908,0.3801872730255127,0.4257727861404419
6,0.543830931186676,0.4402996897697449,1.039879560470581,0.005,0.5580672025680542,0.7847521901130676,0.4697815179824829,0.3592698872089386,1.2210156917572021,0.5082533955574036,0.7047291994094849
7,0.5655412077903748,0.4658646285533905,0.9904929995536804,0.005,0.5797186493873596,0.8057055473327637,0.5026259422302246,0.39444708824157715,1.1391104459762573,0.5687655210494995,0.7226637005805969
8,0.5767900347709656,0.4798515737056732,0.9639449715614319,0.005,0.5907907485961914,0.8165327310562134,0.5468345880508423,0.443526953458786,1.035821557044983,0.6130646467208862,0.7508416175842285
9,0.5847306847572327,0.48980656266212463,0.9444288611412048,0.005,0.5987637639045715,0.8238897323608398,0.5490012764930725,0.4467502534389496,1.0285224914550781,0.625018298625946,0.749614953994751
10,0.5986199975013733,0.5079160332679749,0.9111077785491943,0.005,0.6089327931404114,0.8405383229255676,0.5411489009857178,0.43750086426734924,1.0493258237838745,0.6401169896125793,0.7275279760360718
11,0.607441246509552,0.5192893743515015,0.8905413150787354,0.005,0.618224561214447,0.8489808440208435,0.5824788212776184,0.4875977635383606,0.9507949352264404,0.6456212997436523,0.7878774404525757
12,0.6139140725135803,0.5283052325248718,0.8737730383872986,0.005,0.6240271925926208,0.8559461236000061,0.5841196775436401,0.4892105460166931,0.9497418403625488,0.635338306427002,0.7947290539741516
13,0.6203519701957703,0.5370139479637146,0.8584098815917969,0.005,0.6291454434394836,0.8635382652282715,0.5729356408119202,0.47464072704315186,0.9755421876907349,0.6101011633872986,0.7973679900169373
14,0.6265080571174622,0.5456915497779846,0.8419747352600098,0.005,0.6344347596168518,0.8701596260070801,0.555290699005127,0.45442429184913635,1.016587734222412,0.6651185750961304,0.7383334636688232
